id	kind	width	lines	ja	ko
M10167.0	label	16	1	治療	치료
M10168.0	help	34	12	味方複数部隊の{C:10b}負傷兵を癒し{C:32b}ます。⏎{C:10b}状態異常{C:32b}や{C:10b}武将の健康{C:32b}も回復します。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}治療{C:32b}」（策略系兵法）⏎　　　の武将を、部隊に編成⏎　２．負傷兵がいる味方部隊に接近⏎　　　（自部隊だけでも可）⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}味方部隊の兵士⏎　{U:F0CD}策略系兵法の熟練、知力経験	여러 아군 부대의 {C:10b}부상병을⏎치료{C:32b}합니다. {C:10b}상태 이상{C:32b}과 {C:10b}무장의⏎건강{C:32b}도 회복합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 책략계 병법 「{C:10b}치료{C:32b}」를 설정한⏎　　 무장을 부대에 편성⏎　2. 부상병이 있는 아군 부대에⏎　　 접근(자기 부대뿐이어도 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}아군 부대의 병사⏎　{U:F0CD}책략계 병법의 숙련, 지력 경험
M10169.0	label	16	1	知力	지력
M10170.0	help	34	11	武将の{C:10b}賢さ{C:32b}を示す値です。⏎高いほど計略が成功しやすくなりま⏎す。謀略、策略系兵法が成功する確⏎率も上がります。⏎計略を成功させたり、謀略、策略系⏎兵法が発動すると、知力が上がるこ⏎とがあります。⏎⏎軍師になるには、知力が{C:10b}70以上{C:32b}必要⏎です。知力が高いほど、助言の的中⏎率は高くなります。	무장의 {C:10b}지혜{C:32b}를 나타내는 값입니다.⏎높을수록 계략이 성공하기 쉬워지고,⏎모략, 책략계 병법이 성공할 확률도⏎올라갑니다.⏎계략을 성공시키거나 모략, 책략계⏎병법이 발동하면 지력이 오르기도⏎합니다.⏎⏎군사가 되려면 지력이 {C:10b}70 이상{C:32b}⏎필요합니다. 지력이 높을수록 조언의⏎적중률이 높아집니다.
M10171.0	label	16	1	通常	일반
M10172.0	help	34	7	施設や部隊が{C:10b}正常な状態{C:32b}です。⏎この状態の間は部隊や施設に対して⏎命令を自由に与えられます。⏎⏎戦争をしたり（{C:10b}交戦{C:32b}）、状態が変化⏎({C:10b}混乱、無陣、潰走、偽報、高揚{C:32b}）⏎すると、通常ではなくなります。	시설이나 부대가 {C:10b}정상인 상태{C:32b}입니다.⏎이 상태일 때는 부대나 시설에⏎자유롭게 명령을 내릴 수 있습니다.⏎⏎전쟁을 하거나({C:10b}교전{C:32b}) 상태가 변하면⏎({C:10b}혼란, 무진, 궤주, 위보, 고양{C:32b})⏎일반 상태에서 벗어납니다.
M10173.0	label	16	1	偵察	정찰
M10174.0	help	34	5	視界範囲が広がる兵法です⏎部隊に兵法「{C:10b}偵察{C:32b}」を持った武将が⏎いると視界範囲が広がり、普段は⏎見ることのできない敵情報を確認⏎することもできます	시야 범위가 넓어지는 병법입니다.⏎부대에 병법 「{C:10b}정찰{C:32b}」을 가진 무장이⏎있으면 시야 범위가 넓어지고,⏎평소에는 볼 수 없는 적 정보도⏎확인할 수 있습니다.
M10175.0	label	16	1	鉄騎	철기
M10176.0	help	34	9	騎兵系の最強兵法です⏎この兵法を選ぶと、その武将は騎⏎兵扱いとなります⏎⏎{C:9b}【兵法の効果】{C:32b}⏎　最強の騎兵攻撃をします⏎　敵部隊に捕らえられている⏎　捕虜を解放させることがあります⏎　穴罠に弱いという欠点があります	기병계 최강의 병법입니다.⏎이 병법을 고른 무장은 기병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎　최강의 기병 공격을 합니다.⏎　적 부대에 붙잡혀 있는 포로를⏎　해방하기도 합니다.⏎　함정에 약하다는 결점이 있습니다.
M10177.0	label	16	1	闘艦	투함
M10178.0	help	34	9	水上で{C:10b}最強{C:32b}を誇る大型船です。⏎兵法「{C:10b}闘艦{C:32b}」を習得している武将が⏎部隊にいると、編成できます。⏎他の船、港に対して、安定した戦が⏎可能です。⏎⏎交戦時には兵法「{C:10b}矢嵐{C:32b}」、「{C:10b}強攻{C:32b}」⏎が自動的に発動することがあります⏎（出陣時に選んだ兵法に関わらず）。	수상에서 {C:10b}최강{C:32b}을 자랑하는⏎대형선입니다.⏎병법 「{C:10b}투함{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎다른 배나 항을 상대로 안정적으로⏎싸울 수 있습니다.⏎⏎교전 시 병법 「{C:10b}난사{C:32b}」, 「{C:10b}강공{C:32b}」이⏎자동으로 발동하기도 합니다⏎(출진 시 선택한 병법과 관계없이).
M10179.0	label	16	1	藤甲	등갑
M10180.0	help	34	7	歩兵系の兵法です⏎この兵法を入れると、その武将は歩⏎兵扱いとなります⏎⏎{C:9b}【兵法の効果】{C:32b}⏎森林や湿地で発動確率が上がります⏎火に弱いという欠点があります	보병계 병법입니다.⏎이 병법을 넣은 무장은 보병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎숲이나 습지에서 발동률이 오릅니다.⏎불에 약하다는 결점이 있습니다.
M10181.0	label	16	1	東西	동서
M10182.0	msg	32	1	画面では、東は右下、西は左上です	동쪽: 오른쪽 아래, 서쪽: 왼쪽 위
M10183.0	label	16	1	同討	동토
M10184.0	help	34	11	敵部隊内での同士討ちを誘発します⏎⏎{C:9b}【発動までの手順】{C:32b}⏎１．兵法が「{C:10b}同討{C:32b}」（策略系兵法）⏎　　の武将を、部隊に編成⏎２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎{U:F0CD}策略系兵法の熟練⏎{U:F0CE}敵部隊の兵士⏎　（＋混乱）	적 부대 안에서 서로 싸우게 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎1. 책략계 병법 「{C:10b}동토{C:32b}」를 설정한⏎　 무장을 부대에 편성⏎2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎{U:F0CD}책략계 병법의 숙련⏎{U:F0CE}적 부대의 병사⏎　(＋혼란)
M10185.0	label	16	1	登場	등장
M10186.0	help	34	11	登録武将をゲームに登場させます。⏎「{C:10b}新勢力作成{C:32b}」や「{C:10b}武将配置{C:32b}」をし⏎ていない登録武将は、未発見武将と⏎してゲーム内に存在します。⏎15歳未満の武将は、{C:10b}15歳{C:32b}になったと⏎きに登場します。⏎⏎勢力選択画面の「{C:10b}登場武将{C:32b}」では、⏎「{C:10b}登場させない{C:32b}」武将を選べます。⏎選んだ武将はゲーム内に登場しなく⏎なります。	등록무장을 게임에 등장시킵니다.⏎「{C:10b}신세력작성{C:32b}」이나 「{C:10b}무장배치{C:32b}」를⏎하지 않은 등록무장은⏎미발견 무장으로 게임 속에 있습니다.⏎15세 미만의 무장은 {C:10b}15세{C:32b}가 되면⏎등장합니다.⏎⏎세력선택 화면의 「{C:10b}등장무장{C:32b}」에서⏎「{C:10b}등장시키지 않을{C:32b}」 무장을 고를 수⏎있습니다. 고른 무장은 게임에⏎등장하지 않게 됩니다.
M10187.0	label	16	1	投石	투석
M10188.0	help	34	12	攻城戦用の陣形です。⏎兵法「{C:10b}投石{C:32b}」を習得している武将が⏎部隊にいると、編成できます。⏎投石で施設・障害物を制圧・破壊す⏎ると、同じ部隊内にいる武将が「{C:10b}投⏎石{C:32b}」を覚えることがあります。⏎⏎{C:9b}＜長所＞{C:32b}⏎{C:10b}　攻撃の射程範囲が広い{C:32b}⏎　攻城戦でも野戦でも威力を発揮⏎{C:9b}＜短所＞{C:32b}⏎　守備力が低い	공성전용 진형입니다.⏎병법 「{C:10b}투석{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎투석으로 시설・장애물을 제압하거나⏎파괴하면 같은 부대 안의 무장이⏎「{C:10b}투석{C:32b}」을 익히기도 합니다.⏎⏎{C:9b}＜장점＞{C:32b}⏎{C:10b}　공격 사정 범위가 넓음{C:32b}⏎　공성전, 야전 모두에서 위력 발휘⏎{C:9b}＜단점＞{C:32b}⏎　수비력이 낮음
M10189.0	label	16	1	統率	통솔
M10190.0	help	34	7	部隊を率いる能力です。⏎統率の高い武将が大将になると、施⏎設、部隊の{C:10b}攻撃力が高く{C:32b}なります。⏎⏎「{C:10b}建設{C:32b}」を実行したり、敵部隊を壊⏎滅させると、統率が上がることがあ⏎ります。	부대를 이끄는 능력입니다.⏎통솔이 높은 무장이 대장이 되면⏎시설, 부대의 {C:10b}공격력이 높아{C:32b}집니다.⏎⏎「{C:10b}건설{C:32b}」을 실행하거나 적 부대를⏎괴멸시키면 통솔이 오르기도 합니다.
M10191.0	label	16	1	統率兵士	통솔병사
M10192.0	help	34	2	統率できる兵士の数です⏎爵位が上がると増えます	통솔할 수 있는 병사의 수입니다.⏎작위가 오르면 늘어납니다.
M10193.0	label	16	1	登録武将	등록무장
M10194.0	help	34	3	名前、能力、兵法などを自由に設定⏎できる架空の武将です。⏎{C:10b}100人{C:32b}まで登録可能です。	이름, 능력, 병법 등을 자유롭게⏎설정할 수 있는 가상의 무장입니다.⏎{C:10b}100명{C:32b}까지 등록할 수 있습니다.
M10195.0	label	16	1	都市	도시
M10196.0	help	34	9	勢力の拠点です。⏎大陸には49の都市があります。⏎都市を多く支配すると、金や兵糧の⏎収入が増えます。⏎「{C:10b}建設{C:32b}」で建てることはできません。⏎⏎プレイヤーの担当する都市をすべて⏎失ったとき、ゲームオーバーとなり⏎ます。	세력의 거점입니다.⏎대륙에는 49개의 도시가 있습니다.⏎도시를 많이 지배하면 금과 병량⏎수입이 늘어납니다.⏎「{C:10b}건설{C:32b}」로 지을 수는 없습니다.⏎⏎플레이어가 담당하는 도시를 모두⏎잃으면 게임 오버가 됩니다.
M10197.0	label	16	1	土砂	토사
M10198.0	help	34	5	敵部隊を足止めする障害物です。⏎{C:10b}柵よりも堅固{C:32b}で、壊すのに時間がか⏎かります。⏎建設期間と費用は、その分多くかか⏎ります。	적 부대의 발을 묶는 장애물입니다.⏎{C:10b}책보다 견고{C:32b}해서 부수는 데 시간이⏎걸립니다.⏎그만큼 건설 기간이 길고 비용도⏎많이 듭니다.
M10199.0	label	16	1	突撃	돌격
M10200.0	help	34	12	騎兵系の{C:10b}最強兵法{C:32b}です。⏎敵部隊に捕らえられている捕虜を解⏎放することがあります。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}突撃{C:32b}」（騎兵系兵法）⏎　　　の武将を、部隊に編成⏎　２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}騎兵系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士	기병계 {C:10b}최강의 병법{C:32b}입니다.⏎적 부대에 붙잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 기병계 병법 「{C:10b}돌격{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}기병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10201.0	label	16	1	突進	돌진
M10202.0	help	34	12	「{C:10b}突破{C:32b}」より強力な騎兵攻撃です。⏎敵部隊に捕らえられている捕虜を解⏎放することがあります。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}突進{C:32b}」（騎兵系兵法）⏎　　　の武将を、部隊に編成⏎　２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}騎兵系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士	「{C:10b}돌파{C:32b}」보다 강한 기병 공격입니다.⏎적 부대에 붙잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 기병계 병법 「{C:10b}돌진{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}기병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10203.0	label	16	1	都督	도독
M10204.0	help	34	10	委任先を統治する{C:10b}軍団長{C:32b}です。身分⏎では君主に次ぐ位です。⏎「{C:10b}委任{C:32b}」する際に爵位によって自動⏎的に決定されます。⏎⏎優先順は⏎①{C:10b}指揮兵士{C:32b}が多い順⏎②{C:10b}武官系爵位{C:32b}の高い順⏎③{C:10b}統率{C:32b}順⏎となります。	위임된 곳을 통치하는 {C:10b}군단장{C:32b}입니다.⏎신분은 군주 다음가는 지위입니다.⏎「{C:10b}위임{C:32b}」할 때 작위에 따라 자동으로⏎결정됩니다.⏎⏎우선순위는 다음과 같습니다.⏎①{C:10b}지휘 병사{C:32b}가 많은 순⏎②{C:10b}무관 작위{C:32b}가 높은 순⏎③{C:10b}통솔{C:32b}이 높은 순
M10205.0	label	16	1	弩兵	노병
M10206.0	help	34	6	弓攻撃を行う兵士です⏎兵法に斉射、連射、元戎⏎矢雨、矢嵐を入れている武将は⏎弩兵扱いとなります⏎間接攻撃が可能で、射台や井闌⏎高さによって射程距離は延びます	활 공격을 하는 병사입니다.⏎병법에 제사, 연사, 원융,⏎시우, 난사를 넣은 무장은⏎노병으로 취급됩니다.⏎간접 공격이 가능합니다.⏎사대나 정란의 높이에 따라⏎사정거리가 늘어납니다.
M10207.0	label	16	1	弩兵系兵法	노병계 병법
M10208.0	help	34	13	間接攻撃ができる兵法で、{C:10b}施設に対⏎しても発動{C:32b}します。他の系統に比べ⏎威力は低めですが、攻城戦には欠か⏎せない兵法です。⏎「{C:10b}斉射{C:32b}」、「{C:10b}連射{C:32b}」、「{C:10b}連弩{C:32b}」の３⏎種類があります。⏎「{C:10b}関{C:32b}」「{C:10b}城塞{C:32b}」「{C:10b}砦{C:32b}」「{C:10b}櫓{C:32b}」で籠城⏎すると、施設から自動的に出ること⏎もあります。⏎⏎また、兵法発動後に続けて「{C:10b}狙撃{C:32b}」⏎が起こり、敵武将を負傷させること⏎もあります。	간접 공격을 하는 병법으로, {C:10b}시설에⏎대해서도 발동{C:32b}합니다. 다른 계통보다⏎위력은 낮은 편이지만 공성전에서는⏎빼놓을 수 없는 병법입니다.⏎「{C:10b}제사{C:32b}」, 「{C:10b}연사{C:32b}」, 「{C:10b}연노{C:32b}」의⏎3종류가 있습니다.⏎「{C:10b}관{C:32b}」「{C:10b}성채{C:32b}」「{C:10b}채{C:32b}」「{C:10b}노{C:32b}」에서⏎농성하면 시설에서 자동으로⏎발동하기도 합니다.⏎⏎또한 병법 발동 후에 이어서⏎「{C:10b}저격{C:32b}」이 일어나 적 무장을⏎부상시키기도 합니다.
M10209.0	label	16	1	砦	채
M10210.0	help	34	5	{C:10b}陣や櫓よりも強固{C:32b}な施設です。⏎兵法「{C:10b}斉射{C:32b}」を発動することがあり⏎ます。⏎部隊が入ると、毎ターン負傷兵が回⏎復します。「{C:10b}建設{C:32b}」で建てられます。	{C:10b}진이나 노보다 견고{C:32b}한 시설입니다.⏎병법 「{C:10b}제사{C:32b}」를 발동하기도 합니다.⏎부대가 들어가면 매 턴 부상병이⏎회복됩니다.⏎「{C:10b}건설{C:32b}」로 지을 수 있습니다.
M10211.0	label	16	1	土塁	토루
M10212.0	help	34	6	{C:10b}最も堅固{C:32b}な障害物です。⏎固めた土砂を積み上げ、敵部隊の進⏎行を妨げます。少なくとも一{S:8396}月は⏎足止めできるでしょう。⏎その分、建設期間と費用はかなり多⏎くかかります。	{C:10b}가장 견고{C:32b}한 장애물입니다.⏎굳힌 토사를 쌓아 올려 적 부대의⏎진행을 막습니다. 적어도 한 달은⏎발을 묶을 수 있을 것입니다.⏎그만큼 건설 기간이 꽤 길고 비용도⏎많이 듭니다.
M10213.0	msg	10	1	な行	목록5
M10214.0	label	16	1	難易度	난이도
M10215.0	help	34	7	ゲームの難易度です。⏎初級、上級があります。⏎{C:10b}初級{C:32b}……初めてプレイする人にお勧⏎　　　　めです。ゲーム開始時にプ⏎　　　　レイヤーが担当する勢力の⏎　　　　金が増えます。⏎{C:10b}上級{C:32b}……他勢力が強くなります。	게임의 난이도입니다.⏎초급, 상급이 있습니다.⏎{C:10b}초급{C:32b}……처음 플레이하는 분께⏎　　　　추천합니다. 게임 시작 시⏎　　　　플레이어가 담당하는 세력의⏎　　　　금이 늘어납니다.⏎{C:10b}상급{C:32b}……타세력이 강해집니다.
M10216.0	label	16	1	南北	남북
M10217.0	msg	32	1	画面では、南は左下、北は右上です	남쪽: 왼쪽 아래, 북쪽: 오른쪽 위
M10218.0	label	16	1	年齢	나이
M10219.0	help	34	9	武将の年齢です。⏎{C:10b}15歳{C:32b}になるとゲームに登場し、30歳⏎代半ば～90歳代で寿命を迎えます。⏎寿命は武将によって異なります。⏎⏎登録武将作成では、生年を設定でき⏎ます。主なシナリオの開始年に合わ⏎せて年齢を調整することもできます⏎（ゲームに登場するのは{C:10b}90歳{C:32b}まで）。	무장의 나이입니다.⏎{C:10b}15세{C:32b}가 되면 게임에 등장하고, 30대⏎중반~90대에 수명이 다합니다.⏎수명은 무장마다 다릅니다.⏎⏎등록무장 작성에서는 생년을 정할 수⏎있습니다. 주요 시나리오의 시작⏎연도에 맞춰 나이를 조정할 수도⏎있습니다⏎(게임에 등장하는 것은 {C:10b}90세{C:32b}까지).
M10220.0	label	16	1	能力	능력
M10221.0	help	34	9	{C:10b}統率、武力、知力、政治{C:32b}の４種類が⏎あります。それぞれ最高値は{C:10b}100{C:32b}で⏎す（爵位やアイテムによる増加分を⏎除く）。⏎⏎また、能力にはそれぞれ最大能力が⏎定められています。「{C:10b}育成{C:32b}」で育成⏎ポイントを投入して、最大能力まで⏎能力を上げることができます。	{C:10b}통솔, 무력, 지력, 정치{C:32b}의 4종류가⏎있습니다. 각 최고치는 {C:10b}100{C:32b}입니다⏎(작위나 아이템에 의한 증가분 제외).⏎⏎또한 각 능력에는 최대능력이⏎정해져 있습니다. 「{C:10b}육성{C:32b}」에서⏎육성 포인트를 투입해 최대능력까지⏎능력을 올릴 수 있습니다.
M10222.0	msg	10	1	は行	목록6
M10223.0	label	16	1	配置	배치
M10224.0	help	34	13	初期メニューの「{C:10b}武将配置{C:32b}」では、⏎登録武将を好きな都市に登場させら⏎れます。登場させる都市が勢力の統⏎治下にある場合、その勢力の{C:10b}配下武⏎将にするかどうか{C:32b}も選べます。⏎配下にしない場合は、在野武将とし⏎て登場します。⏎⏎{C:10b}新勢力{C:32b}を作成し、配下武将をつけた⏎い場合にも利用してください。⏎「{C:10b}武将配置{C:32b}」を行わなかった武将は、⏎未発見武将となります（「{C:10b}非登場{C:32b}」⏎にした場合を除く）。	초기 메뉴의 「{C:10b}무장배치{C:32b}」에서는⏎등록무장을 원하는 도시에 등장시킬⏎수 있습니다. 등장할 도시가 세력의⏎통치하에 있으면 그 세력의 {C:10b}부하⏎무장으로 삼을지{C:32b}도 고를 수 있습니다.⏎부하로 삼지 않으면 재야 무장으로⏎등장합니다.⏎⏎{C:10b}신세력{C:32b}을 만들어 부하 무장을 두고⏎싶을 때도 이용하십시오.⏎「{C:10b}무장배치{C:32b}」를 하지 않은 무장은⏎미발견 무장이 됩니다⏎(「{C:10b}비등장{C:32b}」으로 설정한 경우 제외).
M10225.0	label	16	1	蛮兵	만병
M10226.0	help	34	7	歩兵系の兵法です⏎この兵法を選ぶと、その武将は歩⏎兵扱いとなります⏎⏎{C:9b}【兵法の効果】{C:32b}⏎森林や湿地で発動確率が上がります⏎混乱しやすいという欠点があります	보병계 병법입니다.⏎이 병법을 고른 무장은 보병으로⏎취급됩니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎숲이나 습지에서 발동률이 오릅니다.⏎쉽게 혼란에 빠지는 결점이 있습니다.
M10228.0	help	34	5	ゲームプレイ中に流れる音楽です。⏎環境設定で{C:10b}ステレオ／モノラル{C:32b}の設⏎定や、音量の調節ができます。⏎初期設定画面の「{C:10b}ＢＧＭを鑑賞する{C:32b}」⏎で鑑賞することができます。	게임 중에 흐르는 음악입니다.⏎환경설정에서 {C:10b}스테레오／모노{C:32b}⏎설정과 음량 조절이 가능합니다.⏎초기 메뉴의 「{C:10b}ＢＧＭ 감상{C:32b}」에서⏎감상할 수 있습니다.
M10229.0	label	16	1	兵糧	병량
M10230.0	help	34	8	軍団の食糧です。⏎画面左上に表示されます。⏎軍団の兵士に応じて{C:10b}毎日{C:32b}消費されま⏎す。兵糧が０になると、兵士の士気⏎が下がり、やがて逃げ出してしまい⏎ます。⏎都市の{C:10b}人口{C:32b}、{C:10b}収穫{C:32b}を上げると兵糧の⏎収入が増えます。	군단의 식량입니다.⏎화면 왼쪽 위에 표시됩니다.⏎군단의 병사 수에 따라 {C:10b}매일{C:32b}⏎소비됩니다. 병량이 0이 되면 병사의⏎사기가 떨어지고 결국 달아납니다.⏎도시의 {C:10b}인구{C:32b}, {C:10b}수확{C:32b}을 올리면⏎병량수입이 늘어납니다.
M10231.0	label	16	1	兵糧支出	병량지출
M10232.0	help	34	10	次の収入（{C:10b}毎年７月{C:32b}）までに必要な⏎兵糧です。兵糧支出が今持っている⏎兵糧を超えている場合、収入までに⏎兵糧が０になってしまうということ⏎を意味します。⏎⏎兵糧が０の場合、兵士の士気が下が⏎り、徐々に逃げ出してしまいます。⏎「{C:10b}購入{C:32b}」で兵糧を買い、赤字を防ぐ⏎ようにしましょう。	다음 수입({C:10b}매년 7월{C:32b})까지 필요한⏎병량입니다. 병량지출이 지금 가진⏎병량을 넘으면 수입 전에 병량이⏎0이 되어 버린다는 뜻입니다.⏎⏎병량이 0이면 병사의 사기가⏎떨어지고, 점점 달아나 버립니다.⏎「{C:10b}구입{C:32b}」으로 병량을 사서 적자를⏎막도록 합시다.
M10233.0	label	16	1	火罠	불덫
M10234.0	help	34	11	敵部隊を火罠に誘いこみます。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}罠{C:32b}」（謀略系兵法）の⏎　　　武将を、部隊に編成⏎　２．森の地形で敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}謀略系兵法の熟練、知力経験⏎　{U:F0CE}敵部隊の兵士⏎　　（＋混乱）	적 부대를 불덫으로 끌어들입니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 모략계 병법 「{C:10b}덫{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 숲 지형에서 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}모략계 병법의 숙련, 지력 경험⏎　{U:F0CE}적 부대의 병사⏎　　(＋혼란)
M10235.0	label	16	1	武将データ	무장 데이터
M10236.0	help	34	4	登録武将のデータです。⏎「{C:10b}データ出力{C:32b}」で１ファイルにする⏎と他のプレイヤーとデータをやりと⏎りすることができます。	등록무장의 데이터입니다.⏎「{C:10b}데이터 출력{C:32b}」에서 파일 하나로⏎묶으면 다른 플레이어와 데이터를⏎주고받을 수 있습니다.
M10237.0	label	16	1	負傷兵	부상병
M10238.0	help	34	10	攻撃や兵法などを受けると、被害が⏎数字として表示されます。数字の約⏎{C:10b}半数の兵士は死亡{C:32b}しますが、残りの⏎{C:10b}半数は負傷兵{C:32b}となります（陣形「{C:10b}方⏎円{C:32b}」では約８割が負傷兵となる）。⏎⏎負傷兵は{C:10b}施設に入ると回復{C:32b}し、再び⏎戦えるようになります。⏎兵法「{C:10b}治療{C:32b}」を発動すると、出陣中⏎に回復できます。	공격이나 병법 등을 받으면 피해가⏎숫자로 표시됩니다. 그중 약⏎{C:10b}절반의 병사는 사망{C:32b}하지만, 나머지⏎{C:10b}절반은 부상병{C:32b}이 됩니다(진형⏎「{C:10b}방원{C:32b}」은 약 8할이 부상병이 된다).⏎⏎부상병은 {C:10b}시설에 들어가면 회복{C:32b}하여⏎다시 싸울 수 있게 됩니다.⏎병법 「{C:10b}치료{C:32b}」를 발동하면 출진 중에⏎회복할 수 있습니다.
M10239.0	label	16	1	部隊	부대
M10240.0	help	34	3	戦争、建設、輸送を実行します。⏎編成するには、最低１人の武将と兵⏎士が必要です。	전쟁, 건설, 수송을 실행합니다.⏎편성하려면 최소 1명의 무장과⏎병사가 필요합니다.
M10241.0	label	16	1	武力	무력
M10242.0	help	34	6	武将の武力です。⏎高いほど{C:10b}兵法の威力が増し{C:32b}ます。⏎また、{C:10b}一騎討ちも有利{C:32b}になります。⏎攻撃系の兵法を発動させたり、一騎⏎討ちに勝利すると上がることがあり⏎ます。	무장의 무력입니다.⏎높을수록 {C:10b}병법의 위력이 커집니다{C:32b}.⏎또한 {C:10b}일기토에서도 유리{C:32b}해집니다.⏎공격계 병법을 발동시키거나⏎일기토에서 이기면 오르기도 합니다.
M10243.0	label	16	1	不和	불화
M10244.0	help	34	10	他勢力との友好を示す指標です。⏎お互い{C:10b}仲の悪い状態{C:32b}で、いつ戦争が⏎起こってもおかしくありません。⏎⏎中立の勢力に対して計略を仕掛けた⏎り、交戦したりすると、関係は不和⏎となります。⏎異民族など、強力な勢力に対しては⏎すぐに「{C:10b}贈呈{C:32b}」を行って関係修復を⏎図りましょう。	타세력과의 우호 지표입니다.⏎서로 {C:10b}사이가 나쁜 상태{C:32b}로, 언제⏎전쟁이 나도 이상하지 않습니다.⏎⏎관계가 중립인 세력에 계략을 쓰거나⏎교전하면 불화 상태가 됩니다.⏎이민족 등 강력한 세력에게는 곧바로⏎「{C:10b}증정{C:32b}」을 하여 관계를 회복합시다.
M10245.0	label	16	1	奮戦	분전
M10246.0	help	34	12	強力な歩兵攻撃を行います。⏎敵部隊に捕らえられている捕虜を解⏎放することがあります。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}奮戦{C:32b}」（歩兵系兵法）⏎　　　の武将を、部隊に編成⏎　２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}歩兵系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士	강력한 보병 공격을 합니다.⏎적 부대에 사로잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 보병계 병법 「{C:10b}분전{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}보병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10247.0	label	16	1	奮闘	분투
M10248.0	help	34	13	「{C:10b}奮戦{C:32b}」よりも強力な歩兵攻撃を行⏎います。⏎敵部隊に捕らえられている捕虜を解⏎放することがあります。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}奮闘{C:32b}」（歩兵系兵法）⏎　　　の武将を、部隊に編成⏎　２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}歩兵系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士	「{C:10b}분전{C:32b}」보다 강력한 보병 공격을⏎합니다.⏎적 부대에 사로잡혀 있는 포로를⏎해방하기도 합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 보병계 병법 「{C:10b}분투{C:32b}」를 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}보병계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사
M10249.0	label	16	1	兵役人口	병역인구
